id,name,author,date_created,medium_owned,medium_read,status,date_read,rating,genre,list,review
191,Thinkertoys: A Handbook of Creative-Thinking Techniques,Michael Michalko,1991,,PhysicalBook,read,2007-06-19 00:00:00,4,BookNonFiction,,
192,The Stars Shine Down,Sidney Sheldon,1992,,PhysicalBook,read,2007-06-26 00:00:00,3,BookFiction,,
193,Atlas Shrugged,Ayn Rand,1957,,PhysicalBook,read,2007-07-04 00:00:00,5,BookFiction,books-changed-life,
194,At Risk,Stella Rimington,2004,,PhysicalBook,read,2007-08-27 00:00:00,2,BookFiction,,
195,Perfume: The Story of a Murderer,Patrick Süskind,1985,,EBook,read,2007-09-29 00:00:00,3,BookFiction,,
196,The Chamber,John Grisham,1994,,PhysicalBook,read,2007-10-02 00:00:00,3,BookFiction,,
197,Deception Point,Dan Brown,2001,,PhysicalBook,read,2007-12-05 00:00:00,3,BookFiction,,
198,The Last Juror,John Grisham,2004,,PhysicalBook,read,2007-12-29 00:00:00,3,BookFiction,,
199,Nothing Lasts Forever,Sidney Sheldon,1994,,PhysicalBook,read,2008-02-15 00:00:00,3,BookFiction,,
200,"The Hobbit, or There and Back Again",J.R.R. Tolkien,1937,,EBook,read,2008-03-18 00:00:00,4,BookFiction;BookSciFi,,
201,Tell Me Your Dreams,Sidney Sheldon,1998,,PhysicalBook,read,2008-03-28 00:00:00,3,BookFiction,,
202,The Return of the Dancing Master,Henning Mankell,2000,,PhysicalBook,read,2008-05-07 00:00:00,2,BookFiction,,
203,If Tomorrow Comes,Sidney Sheldon,1985,,PhysicalBook,read,2008-05-21 00:00:00,4,BookFiction,,
204,The Doomsday Conspiracy,Sidney Sheldon,1991,,PhysicalBook,read,2008-06-25 00:00:00,4,BookFiction,,
205,The Lost Symbol,Dan Brown,2009,,PhysicalBook,read,2008-08-13 00:00:00,2,BookFiction,,
206,Holy Bible: King James Version,Anonymous,1611,,PhysicalBook,read,2008-10-13 00:00:00,5,BookFiction,classics,
207,A Dance with Dragons,George R.R. Martin,2011,,PhysicalBook,read,2009-01-02 00:00:00,4,BookFiction;BookSciFi,fantasy,
208,WWW: Wake,Robert J. Sawyer,2009,,EBook,read,2009-01-10 00:00:00,4,BookFiction;BookSciFi,scifi;ai,
209,Eight Million Ways to Die,Lawrence Block,1982,,EBook,read,2009-01-19 00:00:00,4,BookFiction,,
210,Peril at End House,Agatha Christie,1932,,PhysicalBook,read,2009-02-27 00:00:00,3,BookFiction,,
211,The Drawing of the Three,Stephen King,1987,,EBook,read,2009-03-26 00:00:00,5,BookFiction,fantasy,
212,Cell,Stephen King,2006,,EBook,read,2009-04-27 00:00:00,3,BookFiction,,
213,Cryptonomicon,Neal Stephenson,1999,,EBook,read,2009-06-29 00:00:00,4,BookFiction;BookSciFi,,
214,Sphere,Michael Crichton,1987,,EBook,read,2009-09-23 00:00:00,3,BookFiction;BookSciFi,,
215,The Restaurant at the End of the Universe,Douglas Adams,1980,,EBook,read,2009-09-27 00:00:00,5,BookFiction;BookSciFi,humour,
216,WWW: Watch,Robert J. Sawyer,2010,,EBook,read,2009-09-28 00:00:00,4,BookFiction;BookSciFi,,
217,The Big Four,Agatha Christie,1927,,EBook,read,2009-11-14 00:00:00,3,BookFiction,fantasy,
218,Dancing Bear,James Crumley,1983,,EBook,read,2009-12-05 00:00:00,3,BookFiction,,
219,Blackout,Mira Grant,2012,,EBook,read,2010-01-08 00:00:00,5,BookFiction;BookSciFi,scifi,
220,Song of Susannah,Stephen King,2004,,EBook,read,2010-02-24 00:00:00,5,BookFiction,fantasy,
221,Mona Lisa Overdrive,William Gibson,1988,,EBook,read,2010-02-25 00:00:00,4,BookFiction;BookSciFi,scifi,
222,Dreamcatcher,Stephen King,2001,,EBook,read,2010-04-30 00:00:00,3,BookFiction,,
223,The Mysterious Affair at Styles,Agatha Christie,1920,,EBook,read,2010-06-03 00:00:00,3,BookFiction,,
224,Firestarter,Stephen King,1980,,EBook,read,2010-07-07 00:00:00,5,BookFiction,thriller,
225,The Alchemist,Paulo Coelho,1988,,EBook,read,2010-08-03 00:00:00,4,BookFiction,,
226,Doctor Sleep,Stephen King,2013,,EBook,read,2010-08-16 00:00:00,3,BookFiction,,
227,The Eyes of the Dragon,Stephen King,1987,,EBook,read,2010-10-13 00:00:00,2,BookFiction,,
228,Count Zero,William Gibson,1986,,EBook,read,2010-10-14 00:00:00,4,BookFiction;BookSciFi,scifi,
229,King of Ayodhya,Ashok K. Banker,2006,,EBook,read,2010-11-15 00:00:00,4,BookFiction,classics,
230,Black Coffee: A Mystery Play in Three Acts,Agatha Christie,1930,,EBook,read,2011-01-10 00:00:00,3,BookFiction,,
231,The Murder on the Links,Agatha Christie,1923,,EBook,read,2011-02-05 00:00:00,3,BookFiction,,
232,"The Mahabharata: A Modern Rendering, Vol. 2",Ramesh Menon,2006,,EBook,read,2011-03-30 00:00:00,5,BookFiction,classics,
233,Timeline,Michael Crichton,1999,,EBook,read,2011-04-20 00:00:00,2,BookFiction;BookSciFi,,
234,Bridge of Rama,Ashok K. Banker,2005,,EBook,read,2011-05-08 00:00:00,4,BookFiction,classics,
235,Misery,Stephen King,1987,,EBook,read,2011-05-09 00:00:00,4,BookFiction,thriller,
236,Steve Jobs,Walter Isaacson,2011,,PhysicalBook,read,2011-05-22 00:00:00,4,BookNonFiction,,
237,The Last Good Kiss,James Crumley,1978,,EBook,read,2011-05-26 00:00:00,3,BookFiction,,
238,Murder on the Orient Express,Agatha Christie,1934,,EBook,read,2011-06-02 00:00:00,4,BookFiction,,
239,WWW: Wonder,Robert J. Sawyer,2011,,EBook,read,2011-07-09 00:00:00,4,BookFiction;BookSciFi,,
240,Coders at Work: Reflections on the Craft of Programming,Peter Seibel,2009,,EBook,read,2011-08-06 00:00:00,5,BookNonFiction,educational,
241,The Waste Lands,Stephen King,1991,,EBook,read,2011-08-08 00:00:00,5,BookFiction,,
242,Vortex,Robert Charles Wilson,2011,,EBook,read,2011-08-17 00:00:00,3,BookFiction;BookSciFi,,
243,The Moon Is a Harsh Mistress,Robert A. Heinlein,1966,,EBook,read,2011-09-29 00:00:00,4,BookFiction;BookSciFi,scifi,
244,Rendezvous with Rama,Arthur C. Clarke,1973,,EBook,read,2011-10-02 00:00:00,5,BookFiction;BookSciFi,scifi,
245,Burning Chrome,William Gibson,1986,,EBook,read,2011-10-07 00:00:00,3,BookFiction;BookSciFi,,
246,A Game of Thrones,George R.R. Martin,1996,,EBook,read,2011-10-19 00:00:00,4,BookFiction;BookSciFi,fantasy,
247,The Girl Who Kicked the Hornet's Nest,Stieg Larsson,2007,,EBook,read,2011-10-29 00:00:00,3,BookFiction,,
248,The Mist,Stephen King,1980,,EBook,read,2011-11-23 00:00:00,4,BookFiction,horror,
249,Deadline,Mira Grant,2011,,EBook,read,2011-12-16 00:00:00,5,BookFiction;BookSciFi,scifi,
250,Duma Key,Stephen King,2008,,EBook,read,2012-01-14 00:00:00,4,BookFiction,horror,
251,Salem's Lot,Stephen King,1975,,EBook,read,2012-01-17 00:00:00,4,BookFiction,horror,
252,The Andromeda Strain,Michael Crichton,1969,,EBook,read,2012-02-24 00:00:00,5,BookFiction;BookSciFi,scifi,
253,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1979,,EBook,read,2012-03-19 00:00:00,5,BookFiction;BookSciFi,classics;humour,
254,Algorithmic Puzzles,Anany V. Levitin,2011,,EBook,read,2012-05-16 00:00:00,3,BookNonFiction,,
255,The Codex,Douglas Preston,2003,,EBook,read,2012-05-21 00:00:00,3,BookFiction,,
256,"Countdown (Newsflesh Trilogy, #0.25)",Mira Grant,2011,,EBook,read,2012-07-11 00:00:00,4,BookFiction;BookSciFi,,
257,Vengeance of Ravana,Ashok K. Banker,2010,,EBook,read,2012-07-13 00:00:00,4,BookFiction,classics,
258,A Storm of Swords,George R.R. Martin,2000,,EBook,read,2012-07-25 00:00:00,4,BookFiction;BookSciFi,fantasy,
259,A Clash of Kings,George R.R. Martin,1998,,EBook,read,2012-07-27 00:00:00,4,BookFiction;BookSciFi,fantasy,
260,Three Act Tragedy,Agatha Christie,1934,,EBook,read,2012-10-14 00:00:00,3,BookFiction,,
261,Carrie,Stephen King,1974,,EBook,read,2012-10-21 00:00:00,4,BookFiction,horror,
262,Congo,Michael Crichton,1980,,EBook,read,2012-11-24 00:00:00,3,BookFiction;BookSciFi,,
263,Under the Dome,Stephen King,2009,,EBook,read,2012-12-19 00:00:00,3,BookFiction,,
264,The Girl Who Played with Fire,Stieg Larsson,2006,,EBook,read,2012-12-26 00:00:00,3,BookFiction,,
265,Stranger in a Strange Land,Robert A. Heinlein,1961,,EBook,read,2013-01-09 00:00:00,4,BookFiction;BookSciFi,scifi,
266,The Mystery of the Blue Train,Agatha Christie,1928,,EBook,read,2013-01-18 00:00:00,3,BookFiction,,
267,One to Count Cadence,James Crumley,1969,,EBook,read,2013-01-27 00:00:00,3,BookFiction,,
268,The Complete Stories and Poems,Edgar Allan Poe,1849,,EBook,read,2013-03-27 00:00:00,5,BookFiction,,
269,Prince of Ayodhya,Ashok K. Banker,2003,,EBook,read,2013-03-31 00:00:00,4,BookFiction,classics,
270,The Shining,Stephen King,1977,,EBook,read,2013-04-14 00:00:00,5,BookFiction,horror,
271,The Girl with the Dragon Tattoo,Stieg Larsson,2005,,EBook,read,2013-05-02 00:00:00,4,BookFiction,thriller,
272,The Accidental Prime Minister (The Making and Unmaking of Manmohan Singh),Sanjaya Baru,2014,,EBook,read,2013-06-08 00:00:00,3,BookNonFiction,,
273,Death in the Clouds,Agatha Christie,1935,,EBook,read,2013-06-22 00:00:00,3,BookFiction,,
274,The Murder of Roger Ackroyd,Agatha Christie,1926,,EBook,read,2013-07-29 09:00:00,2,BookFiction,,
275,Armies of Hanuman,Ashok K. Banker,2005,,EBook,read,2013-07-29 08:00:00,4,BookFiction,classics,
276,Einstein: His Life and Universe,Walter Isaacson,2007,,EBook,read,2013-08-06 00:00:00,3,BookNonFiction,,
277,"So Long, and Thanks for All the Fish",Douglas Adams,1984,,EBook,read,2013-08-23 00:00:00,5,BookFiction;BookSciFi,humour,
278,"Moby-Dick or, the Whale",Herman Melville,1851,,EBook,read,2013-09-16 00:00:00,5,BookFiction,classics,
279,The Egg,Andy Weir,2009,,EBook,read,2013-09-26 00:00:00,5,BookFiction;BookSciFi,,
280,The Gunslinger,Stephen King,1982,,EBook,read,2013-10-01 00:00:00,5,BookFiction,fantasy,
281,"The Mahabharata: A Modern Rendering, Vol. 1",Ramesh Menon,2006,,EBook,read,2013-10-03 00:00:00,5,BookFiction,classics,
282,Poirot Investigates,Agatha Christie,1924,,EBook,read,2013-12-03 00:00:00,3,BookFiction,,
283,Cujo,Stephen King,1981,,EBook,read,2013-12-19 00:00:00,3,BookFiction,,
284,The Namesake,Jhumpa Lahiri,2003,,EBook,read,2014-02-10 10:00:00,4,BookFiction,,
285,It,Stephen King,1986,,EBook,read,2014-02-10 11:00:00,5,BookFiction,horror,
286,Demons of Chitrakut,Ashok K. Banker,2005,,EBook,read,2014-02-25 00:00:00,4,BookFiction,classics,
287,Wizard and Glass,Stephen King,1997,,EBook,read,2014-03-04 00:00:00,5,BookFiction,fantasy,
288,Rose Madder,Stephen King,1995,,EBook,read,2014-03-08 00:00:00,3,BookFiction,,
289,Neuromancer,William Gibson,1984,,EBook,read,2014-03-17 00:00:00,5,BookFiction;BookSciFi,classics;scifi,
290,The Dark Tower,Stephen King,2004,,EBook,read,2014-04-13 00:00:00,5,BookFiction,fantasy,
291,Spin,Robert Charles Wilson,2005,,EBook,read,2014-04-28 00:00:00,4,BookFiction;BookSciFi,,
292,The Art of War,Sun Tzu,-500,,EBook,read,2014-05-22 00:00:00,5,BookNonFiction,classics,
293,Prey,Michael Crichton,2002,,EBook,read,2014-07-16 00:00:00,3,BookFiction;BookSciFi,,
294,Wolves of the Calla,Stephen King,2003,,EBook,read,2014-08-10 00:00:00,5,BookFiction,fantasy,
295,The Final Country,James Crumley,2001,,EBook,read,2014-08-18 00:00:00,3,BookFiction,,
296,Sons of Sita,Ashok K. Banker,2012,,EBook,read,2014-09-02 00:00:00,4,BookFiction,classics,
297,Lord Edgware Dies,Agatha Christie,1933,,EBook,read,2014-09-11 00:00:00,3,BookFiction,,
298,Axis,Robert Charles Wilson,2007,,EBook,read,2014-09-12 00:00:00,3,BookFiction;BookSciFi,,
299,Feed,Mira Grant,2010,,EBook,read,2014-10-18 00:00:00,5,BookFiction;BookSciFi,scifi,
300,A Feast for Crows,George R.R. Martin,2005,,EBook,read,2014-11-22 00:00:00,4,BookFiction;BookSciFi,fantasy,
301,"The Wind Through the Keyhole (The Dark Tower, #4.5)",Stephen King,2012,,EBook,read,2015-01-01 00:00:00,4,BookFiction,fantasy,
302,The Cat Who Walks Through Walls (The World As Myth),Robert A. Heinlein,1985,,EBook,read,2015-01-03 00:00:00,4,BookFiction;BookSciFi,,
303,Parasite,Mira Grant,2013,,EBook,read,2015-01-20 00:00:00,5,BookFiction;BookSciFi,scifi,
304,UR,Stephen King,2009,,EBook,read,2015-02-22 00:00:00,3,BookFiction,,
305,Interpreter of Maladies,Jhumpa Lahiri,1999,,EBook,read,2015-03-08 00:00:00,4,BookFiction,,
306,The Wrong Case,James Crumley,1975,,EBook,read,2015-03-19 00:00:00,3,BookFiction,,
307,Siege of Mithila,Ashok K. Banker,2004,,EBook,read,2015-04-09 00:00:00,4,BookFiction,classics,
308,Delta of Venus,Anaïs Nin,1969,,EBook,read,2015-06-17 00:00:00,5,BookFiction,classics;books-changed-life,
309,The Bhagavad Gita,Krishna-Dwaipayana Vyasa,-400,,EBook,read,2015-09-07 00:00:00,5,BookFiction,classics,
310,"Life, the Universe and Everything",Douglas Adams,1982,,EBook,read,2015-09-26 00:00:00,5,BookFiction;BookSciFi,humour,
311,Cat's Cradle,Kurt Vonnegut Jr.,1963,,PhysicalBook,read,2016-01-24 00:00:00,4,BookFiction;BookSciFi,scifi,
312,Three Men in a Boat,Jerome K. Jerome,1889,,EBook,read,2016-02-02 00:00:00,5,BookFiction,humour,
313,Redshirts,John Scalzi,2012,,EBook,read,2016-02-12 00:00:00,4,BookFiction;BookSciFi,scifi,
314,Anna Karenina,Leo Tolstoy,1877,,EBook,read,2016-05-02 00:00:00,5,BookFiction,classics,
315,Neptune's Brood,Charles Stross,2013,,EBook,read,2016-05-27 00:00:00,5,BookFiction;BookSciFi,scifi,
316,Harry Potter and the Cursed Child - Parts I and II,John Tiffany,2016,PhysicalBook,PhysicalBook,read,2016-06-03 00:00:00,3,BookFiction,,
317,The Metamorphosis,Franz Kafka,1915,,EBook,read,2016-06-07 00:00:00,5,BookFiction;BookSciFi,classics;horror,
318,Writing for Computer Science,Justin Zobel,1997,,PhysicalBook,read,2016-08-24 00:00:00,3,BookNonFiction,,
319,Symbiont,Mira Grant,2014,,EBook,read,2016-09-09 00:00:00,2,BookFiction;BookSciFi,,
320,The Canterbury Tales,Geoffrey Chaucer,1400,,EBook,read,2016-10-24 00:00:00,4,BookFiction,classics,
321,On Writing: A Memoir of the Craft,Stephen King,2000,,EBook,read,2016-10-31 00:00:00,3,BookNonFiction,,
322,The Graveyard Book,Neil Gaiman,2008,PhysicalBook,PhysicalBook,read,2016-11-13 00:00:00,5,BookFiction;BookSciFi,fantasy,
323,Dubliners,James Joyce,1914,,PhysicalBook,read,2016-11-23 00:00:00,4,BookFiction,,
324,Tales of Ordinary Madness,Charles Bukowski,1983,,PhysicalBook,read,2017-01-01 00:00:00,5,BookFiction,,
325,Children of Dune,Frank Herbert,1976,,EBook,read,2017-01-04 00:00:00,3,BookFiction;BookSciFi,,
326,The Underground Railroad,Colson Whitehead,2016,PhysicalBook,PhysicalBook,read,2017-01-05 00:00:00,3,BookFiction,,
327,The Trial,Franz Kafka,1925,,EBook,read,2017-01-13 00:00:00,5,BookFiction,classics,
328,Chimera,Mira Grant,2015,,EBook,read,2017-01-18 00:00:00,3,BookFiction;BookSciFi,,
329,The Sun Also Rises,Ernest Hemingway,1926,,PhysicalBook,read,2017-01-20 00:00:00,3,BookFiction,,
330,Never Let Me Go,Kazuo Ishiguro,2005,,EBook,read,2017-01-22 00:00:00,4,BookFiction;BookSciFi,books-changed-life,
331,Dune,Frank Herbert,1965,PhysicalBook,PhysicalBook,read,2017-02-03 00:00:00,5,BookFiction;BookSciFi,classics;scifi,
332,Who Rules the World?,Noam Chomsky,2014,PhysicalBook,PhysicalBook,read,2017-02-04 00:00:00,3,BookNonFiction,DCU,
333,American Gods,Neil Gaiman,2001,,EBook,read,2017-02-06 00:00:00,4,BookFiction;BookSciFi,fantasy,
334,The Nicomachean Ethics,Aristotle,-340,PhysicalBook,PhysicalBook,read,2017-02-13 00:00:00,5,BookNonFiction,classics;DCU;GiveAway,
335,The Balloon Hoax,Edgar Allan Poe,1844,,EBook,read,2017-02-21 00:00:00,3,BookFiction,,
336,Chapterhouse: Dune,Frank Herbert,1985,,EBook,read,2017-03-10 00:00:00,3,BookFiction;BookSciFi,,
337,To Kill a Mockingbird,Harper Lee,1960,,EBook,read,2017-03-20 00:00:00,5,BookFiction,classics,
338,Do Androids Dream of Electric Sheep?,Philip K. Dick,1968,,EBook,read,2017-04-22 00:00:00,4,BookFiction;BookSciFi,scifi,
339,Lord of the Flies,William Golding,1954,,EBook,read,2017-05-04 08:00:00,5,BookFiction,classics,
340,The Man in the High Castle,Philip K. Dick,1962,,EBook,read,2017-05-04 07:00:00,4,BookFiction;BookSciFi,scifi,
341,Notes of a Dirty Old Man,Charles Bukowski,1969,PhysicalBook,PhysicalBook,read,2017-05-09 00:00:00,5,BookFiction,,
342,The Clever Guts Diet: How to Revolutionise Your Body from the Inside Out,Michael Mosley,2017,PhysicalBook,PhysicalBook,read,2017-05-19 00:00:00,1,BookFiction,TCD,
343,Sapiens: A Brief History of Humankind,Yuval Noah Harari,2011,PhysicalBook,PhysicalBook,read,2017-06-02 00:00:00,4,BookNonFiction,educational;DCU;GiveAway,
344,Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,2017,PhysicalBook,PhysicalBook,read,2017-06-08 00:00:00,3,BookNonFiction,educational;DCU;GiveAway,
345,The Three-Body Problem,Liu Cixin,2006,,EBook,read,2017-06-17 07:00:00,5,BookFiction;BookSciFi,scifi,
346,Heretics of Dune,Frank Herbert,1984,,EBook,read,2017-06-17 08:00:00,3,BookFiction;BookSciFi,,
347,Tropic of Cancer,Henry Miller,1934,,EBook,read,2017-06-24 00:00:00,5,BookFiction,,
348,The Prince and the Pauper,Mark Twain,1881,,EBook,read,2017-06-26 00:00:00,3,BookFiction,,
349,The Old Man and the Sea,Ernest Hemingway,1952,,EBook,read,2017-07-09 00:00:00,5,BookFiction,classics,
350,The Murders in the Rue Morgue,Edgar Allan Poe,1841,,EBook,read,2017-07-10 00:00:00,3,BookFiction,,
351,The Dark Forest,Liu Cixin,2008,,EBook,read,2017-07-17 00:00:00,5,BookFiction;BookSciFi,scifi,
352,Alice in Quantumland: An Allegory of Quantum Physics,Robert Gilmore,1994,,EBook,read,2017-07-22 00:00:00,4,BookNonFiction,,
